document,text
doc_76_TheBeatles,"It held the top spot for 21 weeks with a chart life of 40 weeks.. The Beatles broke their own record for the album with the longest gap between topping the charts as Abbey Road hit the top spot 50 years after its original release.. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks.. The compilation had sold 31 million copies globally by April 2009.Harrison died from metastatic lung cancer in November 2001.. The authorities arranged for Harrisons deportation in late November.. India lost the series and his average of 15.83 was his worst in a Test series with at least three matches.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. It was a top ten hit in both Britain and America.. Peppers Lonely Hearts Club Band was reissued with new stereo mixes and unreleased material for the albums 50th anniversary.. Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. Peppers Lonely Hearts Club Band was reissued with new stereo mixes and unreleased material for the albums 50th anniversary.. McCartney has recalled that the album ""wasnt a pleasant one to make"".. Peppers Lonely Hearts Club Band was reissued with new stereo mixes and unreleased material for the albums 50th anniversary.. The releases were commercially successful and the television series was viewed by an estimated 400 million people.. The Indian media claimed that up to 50 terrorists and Pakistani soldiers had been killed in the strike.. Epstein accused Datebook of having taken Lennons words out of context.. A new licence was granted to the Swan label for the single ""She Loves You"".. The releases were commercially successful and the television series was viewed by an estimated 400 million people.. The Beatles were like aliens dropped into the United States of 1964."". McCartney has recalled that the album ""wasnt a pleasant one to make"".. Apple Records released the recordings on 17 December to prevent them from going into the public domain and had them taken down from iTunes later that same day.. Several reviewers stated that some of the performances in the film sounded better than their analogous album tracks.. The authorities arranged for Harrisons deportation in late November."
doc_77_TheBeatles,"Many former cricketers commented that Dravids declaration was in bad taste.. Peppers Lonely Hearts Club Band on the Road opened.. It sustained its immense popularity into the 21st century while breaking numerous sales records.. The album was supplemented by the four tracks already released on their first two singles.. He also won Best Batsman and Best Captain awards at 2010 IPL Awards ceremony.. Hed let us have our own sense of individuality."". Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. Several deaths were linked to the rush to exchange cash.. Magical Mystery Tour and Yellow Submarine Two Beatles film projects were conceived within weeks of completing Sgt.. The Beatles were an English rock band formed in Liverpool in 1960.. Epstein accused Datebook of having taken Lennons words out of context.. That December saw the release of another 59 Beatles recordings on iTunes.. We had microphones right down in the bells of brass instruments and headphones turned into microphones attached to violins.. Hed let us have our own sense of individuality."". During his 2012 campaign he twice refused to wear articles of clothing gifted by Muslim leaders.. Time magazine named them among the 20th centurys 100 most important people.. Its them twisting it that ruins it for me."". Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. He recalled the bands insistence ""that everything on Sgt.. And the words were almost irrelevant."". Its them twisting it that ruins it for me."". Peppers Lonely Hearts Club Band on the Road opened.. The record carried on the psychedelic vein of Sgt.. And the words were almost irrelevant."". Peppers Lonely Hearts Club Band was reissued with new stereo mixes and unreleased material for the albums 50th anniversary."
doc_78_NarendraModi,"In February 2019 India carried out airstrikes in Pakistan against a supposed terrorist camp.. Communal tensions were played upon especially in Uttar Pradesh and the states of Northeast India.. Chappell also believed that Tendulkars repeated failures were hurting the teams chances.. He was affected by a series of injuries since 2004.. He is the first Indian to win the award.. Since then Tendulkars batting has tended to be less attacking.. Pakistan initially denied that any strikes had taken place.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Sangh organisations were no longer consulted or informed in advance about Modis administrative decisions.. State honours Notes References Bibliography External links Official Biographical Sketch in Lok Sabha Website. The government also announced plans to build new sewage treatment plants.. In February 2019 India carried out airstrikes in Pakistan against a supposed terrorist camp.. The focus on Modi as an individual was unusual for a BJP election campaign.. The performance won Bachchan his fourth National Film Award for Best Actor and his third Filmfare Critics Award for Best Actor.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. Modi kept his marriage secret for most of his career.. In 2013 the state ranked 10th of 21 Indian states in the Human Development Index.. The new ministry also removed or diluted a number of laws related to environmental protection.. The administration plans to construct 60 million toilets by 2019.. In 2008 Modi offered land in Gujarat to Tata Motors to set up a plant manufacturing the Nano after a popular agitation had forced the company to move out of West Bengal.. Sixty of the 112 tehsils which had depleted the water table in 2004 had regained their normal groundwater levels by 2010.. 4 in the UK and No.. Modi has relied upon his reputation as a politician able to bring about economic growth and ""development"".. International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. His performance won him his second Filmfare Best Actor Award."
doc_79_SachinTendulkar,"He scored his first ODI century on 9 September 1994 against Australia in Sri Lanka at Colombo.. Tendulkar made an unbeaten 204 as Shane Warne conceded 111 runs in 16 overs and Australia lost the match within three days.. He acted as a coach for the Ponting XI during The Big Appeal.. The cricketer is also known to celebrate Ganesh Chaturthi at home and frequently visits temples during night when it is calm and quiet.. He acknowledged his wife for the first time when he filed his nomination for the 2014 general elections.. Many former cricketers commented that Dravids declaration was in bad taste.. Several other companies followed the Tata to Gujarat.The Modi government finished the process of bringing electricity to every village in Gujarat that its predecessor had almost completed.. He met with some controversy over his attendance at Rajya Sabha proceedings.. He was also the first sportsperson and the first person without an aviation background to be awarded the honorary rank of group captain by the Indian Air Force.. He was awarded by Sports car ""Ferrari"" by Michael Schumacher for achieving this feat.. He dedicated this century to the victims of the Mumbai terror attacks.. The team has been named as Kerala Blasters after his nickname ""Master Blaster"".. India lost the series and his average of 15.83 was his worst in a Test series with at least three matches.. His batting is based on complete balance and poise while limiting unnecessary movements and flourishes.. Television cameras picked up images that suggested Tendulkar may have been involved in cleaning the seam of the cricket ball.. He returned to the squad in July for Indias tour of England.. He was declared player of the tournament for his performance during the season.. India went on to win that match.. The cricketer is also known to celebrate Ganesh Chaturthi at home and frequently visits temples during night when it is calm and quiet.. Denness found Sachin Tendulkar guilty of ball tampering charges and handed him a one Test match ban.. After the elections Vajpayee called the violence in Gujarat a reason for the BJPs electoral defeat and said it had been a mistake to leave Modi in office after the riots.Questions about Modis relationship with Muslims were also raised by many Western nations during his tenure as chief minister.. Sachin has scored more than 500 runs in IPL in two different seasons as a captain.Sachin Tendulkar captained Mumbai Indians in 4 league matches of second edition of the league.. Captaincy Tendulkars two tenures as captain of the Indian cricket team were not very successful.. The knock was nominated to be one of the Test Batting Performance of the year by ESPNCricinfo.. Chappell also believed that Tendulkars repeated failures were hurting the teams chances."
doc_80_SachinTendulkar,"The selection committee of BCCI expectedly included Sachin in the national Test squad for the upcoming series against New Zealand commencing in August 2012.. ... at the beginning of the show the stage was completely covered with a kind of sheath gauze.. India went on to win that match.. He spend 613 minute at crease.. Tendulkar took three wickets on the final day of the famous Kolkata Test against Australia in 2001.. Tendulkar scored his 39th ODI hundred on 6 February 2006 in a match against Pakistan.. He dedicated this century to the victims of the Mumbai terror attacks.. Early life and family Bachchan was born in Allahabad.. These twin knocks were also known as the Desert Storm innings.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. I was pretty stunned for a month or two."". It came against Bangladesh in the league matches of Asia Cup 2012.. India defeated Sri Lanka in the final.. He achieved this feat against Sri Lanka on 5 February 2008 at the Gabba in Brisbane.. The cricketer is also known to celebrate Ganesh Chaturthi at home and frequently visits temples during night when it is calm and quiet.. I couldnt control my tears of joy."". His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. The Cricket Association of Bengal and the Mumbai Cricket Association organised events to mark his retirement from the sport.. 2 in the UK and No.. Tendulkar scored his 39th ODI hundred on 6 February 2006 in a match against Pakistan.. The destructive pair reduced one bowler to tears and made the rest of the opposition unwilling to continue the game.. Bachchan continued to host KBC until 2017.. Emotional Rescue hit the top of the charts on both sides of the Atlantic and the title track reached No.3 in the US.. The knock was nominated to be one of the Test Batting Performance of the year by ESPNCricinfo."
doc_81_AmitabhBachchan,We thought there was more to him than there was.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. Time magazine named them among the 20th centurys 100 most important people.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. That same year he played a double role in the hit Adalat as father and son.. Time magazine named them among the 20th centurys 100 most important people.. He also won Best Batsman and Best Captain awards at 2010 IPL Awards ceremony.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. That same year he played a double role in the hit Adalat as father and son.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. Bachchans performance in the film received acclaim.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. Bachchan then played the leading role in the film Majboor.. The film evoked a favourable response from critics and audiences alike.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. His role won him his third Filmfare Best Supporting Actor Award.. Bachchan was crowned as Superstar of the Millennium in 2000 at the Filmfare Awards.. 2 in the UK and No.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. The film evoked a favourable response from critics and audiences alike.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.
doc_82_AmitabhBachchan,General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Bachchans performance in the film received acclaim.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. That same year he played a double role in the hit Adalat as father and son.. Bachchans performance in the film received acclaim.. Bachchan then played the leading role in the film Majboor.. He narrated part of the film Bawarchi.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. But Mumbai Indians failed to qualify for semifinals after losing the initial two matches.. He was framed in the scam and falsely alleged.. His performance won him his second Filmfare Best Actor Award.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. Bachchans performance in the film received acclaim.. The performance won Bachchan his fourth National Film Award for Best Actor and his third Filmfare Critics Award for Best Actor.. He narrated part of the film Bawarchi.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. The company went into administration and was later declared a failed company by the Indian Industries board.. All of them were successful at the box office.. He also entered politics for a time in the 1980s.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. The resulting riots endangered the group and they escaped the country with difficulty.. 57 in the UK and No.. Bachchan was eventually found not guilty of involvement in the ordeal.
doc_83_SachinTendulkar,"The straight drive is often said to be his favourite shot.. The BJPs campaign was assisted by its wide influence in the media.. Tendulkar and Navjot Singh Sidhu both made centuries to set a then record partnership for the second wicket.. This was his first Ranji Trophy match since 2009.. The cricketer is also known to celebrate Ganesh Chaturthi at home and frequently visits temples during night when it is calm and quiet.. Rock and Roll Hall of Fame.. Tendulkar now considers the 13 coins he won then as some of his most prized possessions.. He was awarded by Sports car ""Ferrari"" by Michael Schumacher for achieving this feat.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. This was particularly the case when they performed a free concert for an estimated 1.5 million people in Rio de Janeiro on the A Bigger Bang tour in 2006.. They have a daughter Sara and a son Arjun whose skills in cricket as a teenager have been receiving attention.. Tendulkar scored his 19th Test century in the second Test and the match resulted in a draw with Sri Lanka.. He took the oath of office on 4 June.. This was his first Ranji Trophy match since 2009.. Many former cricketers commented that Dravids declaration was in bad taste.. He dedicated this century to the victims of the Mumbai terror attacks.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. His batting is based on complete balance and poise while limiting unnecessary movements and flourishes.. He was the leading run scorer and was adjudged the Man of the Series.. Captaincy Tendulkars two tenures as captain of the Indian cricket team were not very successful.. His illness made him feel weak both mentally and physically and he decided to quit films and venture into politics.. Tendulkar and Navjot Singh Sidhu both made centuries to set a then record partnership for the second wicket.. It is his second term as he has already held the ambassador of the previous ICC Cricket world cup 2011.. He also played an over against Elise Perrys bowling at the latters request.. He is known for his unique punch style of hitting the ball over square."
doc_84_TheBeatles,"Contribution of George Martin George Martins close involvement in his role as producer made him one of the leading candidates for the informal title of the ""fifth Beatle"".. These included string and brass ensembles as well as Indian instruments such as the sitar in ""Norwegian Wood"" and the swarmandal in ""Strawberry Fields Forever"".. The releases were commercially successful and the television series was viewed by an estimated 400 million people.. Peppers Lonely Hearts Club Band on the Road opened.. McCartney and Sony agreed to a confidential settlement in June 2017.. ""Keith and Brian turned me on to Jimmy Reed and people like that.. The compilation had sold 31 million copies globally by April 2009.Harrison died from metastatic lung cancer in November 2001.. It was the first example of a double EP in the UK.. Harrison thus owns the rights to his later Beatles songs such as ""While My Guitar Gently Weeps"" and ""Something"".. It topped albums charts in at least 28 countries.. Three of the five Stones now faced drug charges.. Time magazine named them among the 20th centurys 100 most important people.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. Live Beatles and Studio Beatles had become entirely different beasts."". The album was supplemented by the four tracks already released on their first two singles.. They were collectively included in Time magazines compilation of the 20th centurys 100 most influential people.. Martin immediately complained to Epstein about Bests poor drumming and suggested they use a session drummer in his place.. Peppers initial commercial success exceeded that of all previous Beatles albums.. The Beatles use of psychedelic drugs was at its height during that summer.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. These included string and brass ensembles as well as Indian instruments such as the sitar in ""Norwegian Wood"" and the swarmandal in ""Strawberry Fields Forever"".. McCartney described Apple as ""rather like a Western communism"".. Taped copies of the song soon circulated among other radio stations throughout the US.. Harrisons use of psychedelic drugs encouraged his path to meditation and Hinduism.. Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs."
doc_85_SachinTendulkar,"McCartney described Apple as ""rather like a Western communism"".. He is the youngest recipient to date and the first ever sportsperson to receive the award.. He was the first Indian prime minister to do so.. The selection committee of BCCI expectedly included Sachin in the national Test squad for the upcoming series against New Zealand commencing in August 2012.. He was also coached under the guidance of Achrekar at Shivaji Park in the mornings and evenings.. The performances earned him respect from Australian cricket fans and players.. He donated this entire salary and allowances to the Prime Ministers Relief Fund.. He said ""Its been a tough phase for me .... He is the youngest recipient to date and the first ever sportsperson to receive the award.. He was the highest run scorer of the 1996 Cricket World Cup with a total of 523 runs and also of the 2003 Cricket World Cup with 673 runs.. He was declared player of the tournament for his performance during the season.. Tendulkar was given a suspended ban of one game by Denness in light of alleged ball tampering.. He spend 613 minute at crease.. Tendulkar scored his 39th ODI hundred on 6 February 2006 in a match against Pakistan.. Cricinfo columnist Sambit Bal has described him as the ""most wholesome batsman of his time"".. He is known for his unique punch style of hitting the ball over square.. The Rolling Stones played a private tribute concert for him at Londons 100 Club in February 1986.. India went on to win that match.. He recalled the bands insistence ""that everything on Sgt.. He is widely regarded as one of the greatest batsmen in the history of cricket.. He refused to take the bungalow allotted to him in New Delhi calling it ""waste of taxpayers money"" as he resides in Mumbai.. I knew that we were in trouble then.. Tendulkar took three wickets on the final day of the famous Kolkata Test against Australia in 2001.. He also played an over against Elise Perrys bowling at the latters request.. I was pretty stunned for a month or two."""
doc_86_TheRollingStones,"The drug case against Richards dragged on for over a year.. 2 in the UK and No.. Peppers Lonely Hearts Club Band on the Road opened.. 67 in the UK and No.. Mick is the one who really has to project himself over the footlights.. It was later identified by Richards as ""the bridge into thinking about writing for the Stones.. Both Jagger and Richards were imprisoned at that point but were released on bail the next day pending appeal.. Their first concert was on 12 July 1962 at the Marquee Club in London.. By 1963 they were finding their musical stride as well as popularity.. A digitally remastered version of the film was shown in select cinemas across the US.. It consisted of a pair of lips with a lapping tongue.. Jones trial took place in November 1967.. On this album Jones contributions expanded beyond guitar and harmonica.. Tendulkar and Navjot Singh Sidhu both made centuries to set a then record partnership for the second wicket.. The Hells Angels biker gang provided security.. Some of the shows were recorded.. The European Tour 1982 was their first in six years and used a similar format to the American tour.. His role won him his third Filmfare Best Supporting Actor Award.. 1 in the UK and No.. Tendulkar said that he was disappointed and that the declaration had taken him by surprise.. 2 in the UK and No.. Richards called it ""a bridge into thinking about writing for the Stones.. The Rolling Stones at AllMusic The Rolling Stones discography at Discogs The Rolling Stones on IMDb The Rolling Stones discography at MusicBrainz. 3 in the UK and No.. A musical partnership began shortly afterwards."
doc_87_SachinTendulkar,"This three wicket change the result of test match from draw to win of India.. They have a daughter Sara and a son Arjun whose skills in cricket as a teenager have been receiving attention.. Since then Tendulkars batting has tended to be less attacking.. He achieved this feat against Sri Lanka on 5 February 2008 at the Gabba in Brisbane.. He was the leading run scorer and was adjudged the Man of the Series.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. He followed up the innings with an unbeaten 60 in the second innings of the Test.. He described the achievement as the biggest in 19 years of his career on the day he achieved the record.. Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. It took him 78 ODIs to score his first century.. Modi played a dominant role in the BJPs election campaign.. He also won the 2010 Sir Garfield Sobers Trophy for cricketer of the year at the ICC awards.. It was a worldwide commercial success for the band.. Tendulkar convinced Azharuddin to bat and Azharuddin subsequently unleashed 24 runs off one over.. ""During the Australian tour of India in 1998 Matthew Hayden said ""I have seen God.. Thus Sachin Tendulkar became the youngest player to debut for India in Tests at the age of 16 years and 205 days and also the youngest player to debut for India in ODIs at the age of 16 years and 238 days.The series was followed by a tour of New Zealand in which he scored 117 runs at an average of 29.25 in Tests including an innings of 88 in the second Test.. The straight drive is often said to be his favourite shot.. He donated this entire salary and allowances to the Prime Ministers Relief Fund.. 44 in the UK and No.. India lost the series and his average of 15.83 was his worst in a Test series with at least three matches.. It is his second term as he has already held the ambassador of the previous ICC Cricket world cup 2011.. One of the most popular sayings by his fans is ""Cricket is my religion and Sachin is my God"".. He took the oath of office on 4 June.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. Peppers initial commercial success exceeded that of all previous Beatles albums."
doc_88_NarendraModi,"Several other companies followed the Tata to Gujarat.The Modi government finished the process of bringing electricity to every village in Gujarat that its predecessor had almost completed.. Under the Modi government these restrictions were gradually lifted.. He asked the national government to allow states to invoke tougher laws in the wake of the 2006 Mumbai train bombings.. He continued by scoring 99 and 93 in the first two matches of the Future Cup against South Africa.. An article in the medical journal Lancet stated that the country ""might have taken a few steps back in public health"" under Modi.. In 2013 the state ranked 10th of 21 Indian states in the Human Development Index.. Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. Indian general elections In September 2013 Modi was named the BJPs candidate for prime minister in the 2014 Lok Sabha election.. International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. Modi played a dominant role in the BJPs election campaign.. Independent sources put the death toll at over 2000.. 12 in the UK and No.. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. India went on to win that match.. The BJP did not nominate any Muslim candidates for the assembly election of 2012.. Modi refused to remove a government minister from her position after a popular outcry resulted from her referring to religious minorities as ""bastards."". Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. Modi has relied upon his reputation as a politician able to bring about economic growth and ""development"".. Modi was elected to the legislative assembly soon after.. Sixty of the 112 tehsils which had depleted the water table in 2004 had regained their normal groundwater levels by 2010.. The Telegraph called Mick Jagger ""the Rolling Stone who changed music"".. The administration plans to construct 60 million toilets by 2019.. Sixty of the 112 tehsils which had depleted the water table in 2004 had regained their normal groundwater levels by 2010.. The election was described as a referendum on Narendra Modi.. Links between the BJP and the RSS grew stronger under Modi."
doc_89_TheBeatles,"He was also coached under the guidance of Achrekar at Shivaji Park in the mornings and evenings.. A further nine successful concerts followed in other American cities.. Contribution of George Martin George Martins close involvement in his role as producer made him one of the leading candidates for the informal title of the ""fifth Beatle"".. It was the first example of a double EP in the UK.. Peppers initial commercial success exceeded that of all previous Beatles albums.. The campaign also saw the use of rhetoric based on Hindutva by BJP leaders in certain states.. McCartney has recalled that the album ""wasnt a pleasant one to make"".. I knew that we were in trouble then.. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. It held the top spot for 21 weeks with a chart life of 40 weeks.. His batting is based on complete balance and poise while limiting unnecessary movements and flourishes.. It sustained its immense popularity into the 21st century while breaking numerous sales records.. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs.. Their thematic reach was beginning to expand as they embraced deeper aspects of romance and philosophy.. Tendulkar now considers the 13 coins he won then as some of his most prized possessions.. Martin said that the project was ""not at all a happy recording experience.. 20 on the Billboard Hot 100 in 1982 with ""Hang Fire"".. The record carried on the psychedelic vein of Sgt.. They are also credited with changing the ""whole business model of popular music"".. The administration plans to construct 60 million toilets by 2019.. Now we were really beginning to think about albums as a bit of art on their own."". Martins first recording session with the Beatles took place at EMIs Abbey Road Studios in London on 6 June 1962.. He recalled the bands insistence ""that everything on Sgt.. Muddy Waters was quoted as saying that the Rolling Stones and other English bands piqued the interest of American youth in blues musicians."
doc_90_TheRollingStones,"The film evoked a favourable response from critics and audiences alike.. The Hells Angels biker gang provided security.. It drew unfavourable reviews and was widely regarded as a poor imitation of the Beatles Sgt.. The music video for ""Doom and Gloom"" featuring Noomi Rapace was released on 20 November.. 20 on the Billboard Hot 100 in 1982 with ""Hang Fire"".. 3 in the UK and No.. 2.Loewenstein proposed to the band that they wind down their recording and touring activity and sell off their assets.. Several deaths were linked to the rush to exchange cash.. 2 in the UK and No.. The Rolling Stones first US tour in June 1964 was ""a disaster"" according to Wyman.. 1 in the US and No.. The band has been the subject of numerous documentaries and were inducted into the Rock and Roll Hall of Fame by Pete Townshend in 1989.. Id grown sick to death of the whole Maharishi guru shit and the beads and bells.. The single ""Streets of Love"" reached the top 15 in the UK.. 2 in the UK and No.. Richards wanted to tour in the summer or autumn of 1980 to promote the new album.. He said ""Its been a tough phase for me .... Reviewers took note and credited the albums ""traditionalist"" sounds to the Rolling Stones new producer Don Was.. The song was reportedly almost dropped from the album because of objections from Richards.. Allen Klein took over his role as the bands manager in 1965.. Muddy Waters was quoted as saying that the Rolling Stones and other English bands piqued the interest of American youth in blues musicians.. Modi emphasised his governments efforts at sanitation as a means of ensuring good health.. The Rolling Stones have inspired and mentored new generations of musical artists both as a band and individually.. Designer John Pasche created the logo following a suggestion by Jagger to copy the out stuck tongue of the Hindu goddess Kali.. The tour was Bill Wymans last."
doc_91_NarendraModi,"Modis efforts at centralisation have been linked to an increase in the number of senior administration officials resigning their positions.. Modis efforts at centralisation have been linked to an increase in the number of senior administration officials resigning their positions.. He is the first Indian to win the award.. The BJP did not nominate any Muslim candidates for the assembly election of 2012.. He is the first Indian to win the award.. Tendulkar said that he was disappointed and that the declaration had taken him by surprise.. Modi emphasised his governments efforts at sanitation as a means of ensuring good health.. Modis administration has tried to raise foreign direct investment in the Indian economy and reduced spending on healthcare and social welfare programmes.. He was again sworn in as Prime minister on 30 May 2019.. The state government stated later that 790 Muslims and 254 Hindus were killed.. The Supreme Court ordered the land to be handed over to a trust to build the Hindu temple.. Modi was appointed Chief Minister of Gujarat in 2001 due to Keshubhai Patels failing health and poor public image following the earthquake in Bhuj.. The Supreme Court ordered the land to be handed over to a trust to build the Hindu temple.. Modi travelled around India for two years and visited a number of religious centres before returning to Gujarat.. Independent sources put the death toll at over 2000.. He asked the national government to allow states to invoke tougher laws in the wake of the 2006 Mumbai train bombings.. The train carried a large number of Hindu pilgrims returning from Ayodhya after a religious ceremony at the site of the demolished Babri Masjid.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. Development debate A contentious debate surrounds the assessment of Gujarats economic development during Modis tenure as chief minister.. He became the first Prime Minister born after Indias independence from the British Empire.. It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. He started a monthly radio programme titled ""Mann Ki Baat"" on 3 October 2014.. An article in the medical journal Lancet stated that the country ""might have taken a few steps back in public health"" under Modi.. The new ministry also removed or diluted a number of laws related to environmental protection.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful."
doc_92_AmitabhBachchan,The Rolling Stones played a private tribute concert for him at Londons 100 Club in February 1986.. See also List of awards and nominations received by Amitabh Bachchan List of Bollywood actors List of Indian film actors  Explanatory notes References Further reading External links  Media related to Amitabh Bachchan at Wikimedia Commons  Amitabh Bachchans official blog Amitabh Bachchan on IMDb Amitabh Bachchan at Bollywood Hungama Amitabh Bachchan on Twitter British Academy of Film and Television Arts brochure. He continued by scoring 99 and 93 in the first two matches of the Future Cup against South Africa.. Rock and Roll Hall of Fame.. Taped copies of the song soon circulated among other radio stations throughout the US.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. The campaign also saw the use of rhetoric based on Hindutva by BJP leaders in certain states.. All of them were successful at the box office.. Bachchans performance in the film received acclaim.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. His role won him his third Filmfare Best Supporting Actor Award.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. The Show also grabbed all the major Awards for its category.. He received positive reviews from critics who hailed his performance as his best ever since Black.. The administration plans to construct 60 million toilets by 2019.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. The ICC revoked the status of the match as a Test as the teams rejected the appointed referee.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. Bachchans performance in the film received acclaim.. He narrated part of the film Bawarchi.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. All of them were successful at the box office.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. He was framed in the scam and falsely alleged.
